Year,Artist,Song,Peak_Pos_That_Year,Full_Release_Year,Lyrics
1990,Roxette,"It Must Have Been Love (From ""Pretty Woman"")",1,1990-04-04,"It must have been love | But it's over now |  | Lay a whisper | On my pillow | Leave the winter | On the ground | I wake up lonely | This air of silence | In the bedroom | And all around (All around) |  | Touch me now | I close my eyes | And dream away |  | It must have been love | But it's over now | It must have been good | But I lost it somehow | It must have been love | But it's over now | From the moment we touched | 'Til the time had run out |  | Make believing | We're together | That I'm sheltered | By your heart | But in and outside | I turn to water | Like a teardrop | In your palm |  | And it's a hard | Winter's day | I dream away |  | It must have been love (Must have been love) | But it's over now (But it's over now) | It was all that I wanted | Now I'm living without | It must have been love (Must have been love) | But it's over now (It's over now) | It's where the water flows | It's where the wind blows |  |  | It must have been love (Must have been love) | But it's over now (But it's over now) | It must have been good | But I lost it somehow | It must have been love (Must have been love) | But it's over now (But it's over now) | From the moment we touched | Till the time had run out | Yeah, it must have been love (Must have been love) | But it's over now (But it's over now) | It was all that I wanted | Now I'm living without | It must have been love | But it's over now | It's where the water flows | It's where the wind blows | Oh, oh, oh |  | (It must have been love) | (But it's over now, but it's over now) | Now, ooh, ooh | (Must have been love) | (It must have been love) | (But it's over now, but it's over now) | Now, ooh, ooh"
1990,Sinead O'Connor,Nothing Compares 2 U,1,1990-03-14,"It's been seven hours and fifteen days | Since you took your love away | I go out every night and sleep all day | Since you took your love away | Since you've been gone I can do whatever I want | I can see whomever I choose | I can eat my dinner in a fancy restaurant | But nothing, I said, nothing can take away these blues |  | 'Cause nothing compares | Nothing compares to you |  | It's been so lonely without you here | Like a bird without a song | Nothing can stop these lonely tears from falling | Tell me, baby, where did I go wrong? | I could put my arms around every boy I see | But they'd only remind me of you | I went to the doctor and guess what he told me, guess what he told me | He said, ""Girl, you better try to have fun no matter what you do,"" but he's a fool |  | 'Cause nothing compares | Nothing compares to you |  |  | All the flowers that you planted, mama, in the backyard | All died when you went away | I know that living with you, baby, was sometimes hard | But I'm willing to give it another try |  | Nothing compares | Nothing compares to you | Nothing compares | Nothing compares to you | Nothing compares | Nothing compares to you"
1990,Stevie B,Because I Love You (The Postman Song),1,1990-10-03,"I got your letter from the postman just the other day | So I decided to write you this song | Just to let you know exactly the way I feel | To let you know my love's for real |  | Because I love you, I'll do anything | I'll give you my heart, my everything | Because I love you, I'll be right by your side | To be your light, to be your guide |  | If you should feel that I don't really care | And that you're starting to lose ground | Just let me reassure you that you can count on me | And that I'll always be around |  | Because I love you, my heart's an open door | Girl, won't you please come on in? | Because I love you, I'll be right by your side | To be your light, to be your guide |  |  | If you should feel that I don't really care | And that you're starting to lose ground | Just let me reassure you that you can count on me | And I will always be around |  | Because I love you, my heart's an open door | Girl, won't you please come on in? | Because I love you, I'll be right by your side | To be your light, to be your guide"
1990,Sweet Sensation,If Wishes Came True,1,1990-06-13,"All alone, silence fills my room | But in a memory, I hear you calling me | Close my eyes, and I'm there with you | Like it was yesterday, but then it fades away |  | Take me back, turn back the hands of time | When you kissed me in the warm September rain (Warm September rain) | Back before my heart was filled with pain | If only we could be in love that way again |  | If wishes came true | And all the dreams at night of love were real, I'd be holding you | If wishes came true | Then I would be that someone always special in your heart | We would still be lovers, not apart | If wishes came true |  | Now you're gone, and I'm on my own | Feeling lost inside since you said goodbye | In my dreams, I still feel your touch | Lying next to me, feeling ecstasy |  | Take me back, turn back the hands of time | When you kissed me in the warm September rain (Warm September rain) | Back before my heart was filled with pain | If only we could be in love that way again |  | If wishes came true | And all the dreams at night of love were real, I'd be holding you | If wishes came true | Then I would be that someone always special in your heart | We would still be lovers, not apart | If wishes came true |  | I love you madly | I need you badly | Give our love one more chance |  | Ow! |  | If wishes came true | And all the dreams at night of love were real, I'd be holding you | If wishes came true | Then I would be that someone always special in your heart | We would still be lovers, not apart | If wishes came true"
1990,Taylor Dayne,Love Will Lead You Back,1,1990-01-24,"Sayin' goodbye is never an easy thing | But you never said that you'd stay forever | So if you must go, well, darlin', I'll set you free | But I know in time that we'll be together |  | I won't try to stop you now from leaving | 'Cause in my heart, I know |  | Love will lead you back | Someday, I just know that | Love will lead you back to my arms | Where you belong | I'm sure, sure as stars are shining | One day, you will find me again | It won't be long | One of these days, our love will lead you back |  | One of these nights, well, I'll hear your voice again | You're gonna say a-how much you miss me | You'll walk out this door, but someday you'll walk back in | But darlin', I know, I know this will be |  | Sometimes it takes some time out on your own now | To find your way back home |  | Love will lead you back | Someday, I just know that | Love will lead you back to my arms | Where you belong | I'm sure, sure as stars are shining | One day, you will find me again | It won't be long | One of these days, our love will lead you back, oh |  |  | But I won't try to stop you now from leavin' | 'Cause in my heart, I know, oh, yeah |  | Love will lead you back | Someday, I just know that | Love will lead you back to my arms | Where you belong | I'm sure, sure as stars are shining | One day, you will find me again | It won't be long | One of these days, our love will lead you back, oh, yeah | Love will lead you back | Someday, I just know that | Love will lead you back to my arms | It won't be long | One of these days, our love will lead you back, oh"
1990,Tommy Page,I'll Be Your Everything,1,1990-02-14,"So long that I've waited for a girl | To come into my life and in my world | I can't explain my feelings for you | I guess you're just all my dreams come true |  | And I'll be your lover (Your lover) | And I'll be your best friend (Oh, I'll be your friend) | I'll be there when you're needing me (When you need me) | I'll be your everything, your everything |  | I'll be your everything | I'll be all that you want and all that you need | I'll be your everything | I'll give you all that I have, my love, my life and me | I'll be your everything |  | Now that we're together at last | We shouldn't think about our problems in the past | 'Cause true love takes a miracle to find | I guess that I've been blessed 'cause I've got you by my side |  | And I'll be your lover (Your lover) | And I'll be your best friend (Oh, I'll be your friend) | I'll be there when you're needing me (When you need me) | I'll be your everything, your everything |  | I'll be your everything | I'll give you all that I have, my love, my life and me | I'll be your everything |  | When you're lost and you're down and you're seeing darkness | And there's no one there that can be found | Just turn around, I'll be there holding out my arms for you | Just reach for me, I'll be the one to set you free |  | I'll be your everything | (I'll lift you up when you're feeling down | I'll make your whole world turn around) | I'll be all that you want and all that you need | (I'll give my heart and soul to you | To let you know this love is true) | I'll be your everything | (I'll lift you up when you're feeling down | I'll make your whole world turn around) | I'll give you all that I have, my love, my life and me | (I'll give my heart and soul to you | To let you know this love is true) | I'll be your everything |  | Ooh, ooh, I'll be your everything"
1990,Vanilla Ice,Ice Ice Baby,1,1990-09-05,"Yo, VIP, let's kick it |  | Ice, ice, baby | Ice, ice, baby |  | All right, stop, collaborate and listen | Ice is back with my brand new invention | Something grabs ahold of me tightly | Flow like a harpoon daily and nightly | ""Will it ever stop?"" Yo, I don't know | Turn off the lights, and I'll glow | To the extreme, I rock a mic like a vandal | Light up a stage and wax a chump like a candle | Dance, go rush the speaker that booms | I'm killing your brain like a poisonous mushroom | Deadly, when I play a dope melody | Anything less than the best is a felony | Love it or leave it, you better gangway | You better hit bullseye, the kid don't play | If there was a problem, yo, I'll solve it | Check out the hook while my DJ revolves it |  | Ice, ice, baby | Vanilla Ice, ice, baby | Vanilla Ice, ice, baby | Vanilla Ice, ice, baby |  | Now that the party is jumpin' | With the bass kicked in and the Vegas are pumpin' | Quick to the point, to the point, no fakin' | Cookin' MCs like a pound of bacon | Burnin' 'em if you ain't quick and nimble | I go crazy when I hear a cymbal | And a hi-hat with a souped up tempo | I'm on a roll, it's time to go solo | Rollin' in my 5.0 | With the ragtop down so my hair can blow | The girlies on standby, wavin' just to say hi | ""Did you stop?"" No, I just drove by | Kept on pursuin' to the next stop | I busted a left and I'm headin' to the next block | The block was dead, yo, so I continued to | A1A Beachfront Avenue | Girls were hot wearing less than bikinis | Rockman lovers driving Lamborghinis | Jealous 'cause I'm out getting mine | Shay with a gauge and Vanilla with a 9 | Ready for the chumps on the wall | The chumps acting ill because they're full of eight ball | Gunshots ranged out like a bell | I grabbed my 9, all I heard were shells | Falling on the concrete real fast | Jumped in my car, slammed on the gas | Bumper to bumper, the avenue's packed | I'm trying to get away before the jackers jack | Police on the scene, you know what I mean? | They passed me up, confronted all the dope fiends | If there was a problem, yo, I'll solve it | Check out the hook while my DJ revolves it |  | Ice, ice, baby | Vanilla Ice, ice, baby | Vanilla Ice, ice, baby | Vanilla Ice, ice, baby | Vanilla |  | Take heed 'cause I'm a lyrical poet | Miami's on the scene just in case you didn't know it | My town that created all the bass sound | Enough to shake and kick holes in the ground | 'Cause my style's like a chemical spill | These are rhymes you can vision and feel | Conducted and formed, this is a hell of a concept | We make it hype and you want to step | With this, Shay plays on the fade | Slice like a ninja, cut like a razor blade | So fast, other DJs say, ""Damn!"" | If rhyme was a drug, I'd sell it by the gram | Keep my composure when it's time to get loose | Magnetized by the mic while I kick my juice | If there was a problem yo I'll solve it | Check out the hook while Deshay revolves it |  | Ice, ice, baby | Vanilla Ice, ice, baby | Vanilla Ice, ice, baby | Vanilla Ice ice, baby | Vanilla Ice |  | Yo, man, let's get out of here | Word to your mother | Ice, ice, baby (Too cold) | Ice, ice, baby (Too cold) | Ice, ice, baby (Too cold) | Ice, ice, baby (Too cold, too cold) | Ice, ice, baby (Too cold, too cold) | Ice, ice, baby (Too cold, too cold) | Ice"
1990,Whitney Houston,I'm Your Baby Tonight,1,1990-10-17,"From the moment I saw you | I went outta my mind | Oh, I never believed in love at first sight | But you got a magic, boy | That I just can't explain | Well, you got a, you got a way that you're making me feel | I can do, I can do anything for you, baby | I'll be down for you, baby | Lay all my cards out tonight | Just call on me, baby | I'll be there in a hurry | It's your move, so baby | Baby, decide |  | Whatever you want from me | I'm giving you everything | I'm your baby tonight | You've given me ecstasy | You are my fantasy | I'm your baby tonight |  | From the second you touched me | I was ready to die | I've never been fatal | You're my first time | I feel like an angel | Who just started to fly | Well, you got a, you got a way that you're making me feel | I can feel, I can do anything for you, baby (Woo) | I will fly for you, baby | Hold on and enjoy the ride | I'm not in no hurry | We can fly all night, baby | It's your move, now, baby | Baby, let's fly |  | Whatever you want from me (Me) | I'm giving you everything (Everything) | I'm your baby tonight (I'm your baby) | You've given me ecstasy (Ecstasy) | You are my fantasy (Fantasy) | I'm your baby tonight (I'm your baby) | Whatever you want from me (Whatever) | I'm giving you everything (You want, boy) | I'm your baby tonight (I'll be your baby, I will be your baby) | You've given me ecstasy | You are my fantasy (You are, boy) | I'm your baby tonight (I'm here for you, baby) |  | Whatever I do, boy | It's all about you, baby | And ain't it the truth, boy? | I'm helplessly in love with you | What else can I do, boy | But be there for you, baby? | You got a, you got a way that you're making me feel | I can feel, I can do any, do anything | Oh, yeah | Yeah, baby | You know (Alright) | Alright, you know it, baby | You know, whatever |  | Whatever you want from me (Whatever) | I'm giving you everything (Whatever) | I'm your baby tonight (You know, boy) | You've given me ecstasy (Ecstasy) | You are my fantasy (Fantasy) | I'm your baby tonight (I'm your baby) | Whatever you want from me (Whatever) | I'm giving you everything (Whatever) | I'm your baby tonight (I'm your baby) | You've given me ecstasy (Oh yeah, baby) | You are my fantasy (You know this, boy) | I'm your baby tonight (You know this boy, oh) |  | Looks like I'm fatal, it's all on the table | And baby, you hold the cards | You got the magic and I gotta have it | I don't want the pieces, I want every single part | I'll be your angel, I'm ready and able | Whatever you want is fine | Whenever you're ready, just call on your lady | I'll be your baby tonight, yeah | I'm your baby tonight | I'm your baby tonight |  | Whatever you want from me (Me) | I'm giving you everything (Everything) | I'm your baby tonight (I'm your baby) | You've given me ecstasy (Ecstasy) | You are my fantasy (Fantasy) | I'm your baby tonight (I'm your baby) | Whatever you want from me (Whatever) | I'm giving you everything (You want, boy) | I'm your baby tonight (I'll be your baby, I will be your baby) | You've given me ecstasy | You are my fantasy (You are, boy) | I'm your baby tonight (I'm here for you, baby) |  | Whatever you want from me (Whatever you want, whatever you want) | I'm giving you everything (You want from me, baby) | I'm your baby tonight | You've given me ecstasy (Whatever you want, whatever you want) | You are my fantasy (You want from me, baby) | I'm your baby tonight (You can have it)"
1990,Wilson Phillips,Hold On,1,1990-03-14,"I know this pain | Why do you lock yourself up in these chains? | No one can change your life except for you | Don't ever let anyone step all over you | Just open your heart and your mind, mmm | Is it really fair to feel this way inside? Oh |  | Someday, somebody's gonna make you wanna | Turn around and say goodbye | Until then, baby, are you gonna let them | Hold you down and make you cry? | Don't you know? | Don't you know, things can change? | Things'll go your way | If you hold on for one more day | Can you hold on for one more day? | Things'll go your way | Hold on for one more day |  | You could sustain | Mmm, or are you comfortable with the pain? | You've got no one to blame for your unhappiness (No, baby) | You got yourself into your own mess (Ooh) | Lettin' your worries pass you by (Lettin' your worries pass you by) | Don't you think it's worth your time | To change your mind? No, no |  | Someday, somebody's gonna make you wanna | Turn around and say goodbye | Until then, baby, are you gonna let them | Hold you down and make you cry? | Don't you know? | Don't you know, things can change? | Things'll go your way | If you hold on for one more day | Can you hold on for one more day? | Things'll go your way (Oh, things'll go your way) | Hold on for one more day |  | I know that there is pain, but you | Hold on for one more day and you | Break free from the chains | Yeah, I know that there is pain, but you | Hold on for one more day and you | Break free, break from the chains |  | Someday, somebody's gonna make you wanna | Turn around and say goodbye | Until then, baby, are you gonna let them | Hold you down and make you cry? | Don't you know? | Don't you know (Know), things can change? (Know) | Things'll go your way | If you hold on for one more day, yeah | Hold on | Don't you know, things can change? | Things'll go your way | If you hold on for one more day | If you hold on | Can you hold on? |  | Mmm, can you hold on, baby | Won't you tell me now? | Hold on for one more day 'cause | It's gonna go your way | Don't you know, things can change? | Things'll go your way | If you hold on for one more day, yeah |  | Can't you change it this time? Make up your mind | Hold on, hold on, baby, hold on | Hold on, hold on, baby, hold on | Baby..."
1990,Wilson Phillips,Release Me,1,1990-06-27,"I know that it's time for a change | Mmm but when that change comes | Will it still feel the same? |  | How many times have I tried | To turn this love around? | I don't wanna give up but, baby | It's time I had two feet on the ground |  | Can you release me? | Can you release me? |  | Now that you're gone | I can't help myself from wondering | Ohh, if you'd have come down from your high | Would we've been all right? |  | Release me | Can you release me? |  | Come on, baby, come on, baby | You knew it was time to just let go | 'Cause we wanna be free | But somehow it's just not that easy | Come on, darlin', hear me, darlin' | 'Cause you're a waste of time for me | I'm trying to make you see | That baby, you've just got to release me | Release me, release me |  | I'm not going back to you anymore | Finally my weakened heart is healing | Though very slow | So stop coming around my door | 'Cause you're not gonna find what you're looking for |  | Ohh, come on, baby, come on, baby | You knew it was time to just let go | 'Cause we wanna be free | Somehow it's just not that easy | Oh, oh, oh, baby | Come on darlin', now, hear me darlin' | 'Cause you're a waste of time for me | I'm trying to make you see | That baby, you've just got to release me |  | Now tell me | What is this power you've got on me? | What is this power? Ohh |  | Come on, baby, come on, baby | You knew it was time to just let go | 'Cause we wanna be free | But somehow it's just not that easy | Oh, oh, oh, oh, baby | Come on darlin', now, hear me darlin' | 'Cause you're a waste of time for me | I'm trying to make you see | That baby, you've just got to release me |  | Release me, release me | Release me, will you release me? | Ahh, release me | Release me, will you release me?"
1990,Alias,More Than Words Can Say,2,1990-09-05,Here I am | At six o'clock | In the morning | Still thinking about you | It's still hard | At six o'clock | In the morning | To sleep without you |  | And I know that it might | Seem too late for love | All I know |  | I need you now | More than words can say | I need you now | I've got to find a way | I need you now | Before I lose my mind | I need you now |  | Here I am | I'm looking out | My window | I'm dreaming about you | Can't let you go | At six o'clock | In the morning | I feel you beside me |  | And I know that it might | Seem too late for love | For love | Oh! Oh! Oh! Oh! |  | I need you now | Whoa! Oh! Oh! | More than words can say | I need you now | Whoa! Oh! Oh! | I've got to find a way | I need you now | Before I lose my mind | I need you now | More than words can say | I need you now | Whoa! Oh! Oh! | Oh! I gotta hear you say | I need you now | Before I lose my mind | I need you now |  | I need you now
1990,Bette Midler,From A Distance,2,1990-10-03,"From a distance, the world looks blue and green | And the snow-capped mountains white | From a distance, the ocean meets the stream | And the eagle takes to flight |  | From a distance, there is harmony | And it echoes through the land | It's the voice of hope, it's the voice of peace | It's the voice of every man |  | From a distance, we all have enough | And no one is in need | And there are no guns, no bombs, and no disease | No hungry mouths to feed |  | From a distance, we are instruments | Marching in a common band | Playing songs of hope, playing songs of peace | They are the songs of every man |  | God is watching us, God is watching us | God is watching us from a distance |  | From a distance, you look like my friend | Even though we are at war | From a distance, I just cannot comprehend | What all this fighting is for |  | From a distance, there is harmony | And it echoes through the land | And it's the hope of hopes, it's the love of loves | It's the heart of every man | It's the hope of hopes, it's the love of loves | This is the song of every man |  | And God is watching us, God is watching us | God is watching us from a distance | Oh, God is watching us, God is watching | God is watching us from a distance"
1990,Billy Idol,"Cradle Of Love (From ""Ford Fairlane"")",2,1990-05-02,"Well- ow! | Rock the cradle of love | Rock the cradle of love | Yes, the cradle of love don't rock easily, it's true | Well, rock the cradle of love | I rocked the cradle of love | Yes, the cradle of love don't rock easily, it's true | Well now | It burned like a ball on fire | When the rebel took a little child bride | To tease, yeah, so go easy, yeah | Ow! | 'Cause love cuts a million ways | Shakes the devil when he misbehaves | I ain't nobody's fool | Come on, shake it up | Whatever I do | Rorwar! | Rock the cradle of love (Whoo!) | Rock the cradle of love | Yes, the cradle of love don't rock easily, it's true (Oo, yeah, ow!) | Sent from heaven above, that's right | To rob the cradle of love | Yes, the pages of love don't talk decently, it's true | Yeah-ow! Flesh for your Romeo | Ah yeah, baby | I hear you moan | It's easy, you know how to please me, yeah | Ow! | 'Cause love starts my rollin' train | You can't stop it | It ain't in vain | I ain't nobody's fool | Come on, shake it up | Whatever I do | Ha ha! Whoo! | Oooh, yeah | These are the wages of love | I know, rock the cradle, woo yeah | (All right…) | These are the wages of love | Ooh yeah | Rock the cradle | Yeah yeah yeah yeah yeah yeah, ow! |  | Whoo! | Ow | Psycho, baby | Take a look, baby | Well, it burned like a ball on fire | When the rebel took a little child bride | To tease, yeah, to know how to please you, yeah | Ow! | Well, my love starts a rollin' train | You can't stop it | It ain't in vain | I ain't nobody's fool | Come on, shake it up | Whatever I do o-o-ow! | Rock the cradle of love, yeah | Rock the cradle of love, ooh | Sent from heaven above | That's right | To rock the cradle of love, ow! | Rock the cradle of love | Yeah, cradle of love | That's me, mama | I robbed the devil of love | All right | Cradle of love | Ow! | If you tease me tonight | If you might sleaze me, all right | If you appease me tonight | And let me ease you | Yeah, ow! | Rock the cradle of love | Ooo yeah | Cradle of love | All right | I'll snatch you back from salvation soul, mama | Yeah wow"
1990,Calloway,I Wanna Be Rich,2,1990-02-07,"Imagine | Cash cold, that's what I need | These bill collectors, they ring my phone | They bother me when I'm not at home | Ain't go no time to be fooling round | Feet will touch the floors and I get on down, you see | I want money, lots and lots of money | I want the pie in the sky | I want money, lots and lots of money | So don't be asking me why | I wanna be rich, ohh | I wanna be rich, ohh | I wanna be rich, ohh | I wanna be rich for a little love, peace and happiness | I want my cake, wanna eat it too | I want the stars and the silver moon | I spend my money on lottery | My favorite number is 1 2 3, you see | I want money, lots and lots of money | I want the pie in the sky | I want money, lots and lots of money | So don't be asking me why | I wanna be rich, ohh | I wanna be rich, ohh | I wanna be rich, ohh | I wanna be rich for a little love, peace and happiness | Every way rich | Love peace and happiness | I want all the things that lovers do | A pocketful of dreams come true | These are things you can not find | That'll keep you satisfied and rich | Here is what your gonna do | Say oh I say uh uh | Got to be baby | I just wanna be rich, I just wanna be | Cause baby I want money, lots and lots of money | I want the pie in the sky | I want money, lots and lots of money | So don't be asking me why | I wanna be rich | I wanna be rich | I wanna be rich | I wanna be rich for a little love, peace and happiness | Play baby there is lots and lots for everyone | I wanna be rich"
1990,En Vogue,Hold On,2,1990-05-02,"When I ( | When I | ) had you ( | Had you | ) | I treated you  | bad | Wrong, my dear | But  | since | , since you went  | away | Don't you know I  | hang around | , sit around ( | Sit around | ) | With my  | head hanging down | And I wonder ( | Wonder, wonder | ) | Who's ( | Who's | ) loving you? ( | You | ) |  | Ooh, my first mistake was | I wanted too much time | I had to have him morning, noon, and night | If I would've known then | The things that I know now | I might not have lost the time I complain about |  | Don't waste your time | Fighting blind minded thoughts of despair |  | Hold on to your love | (You got to hold on) | Hold on to your love | (Ooh, hoo, baby, hold on) | Hold on to your love | (Oh, you got to hold on, hey) | Hold on to your love, ooh |  | The art of playing games now | Is not the hearts you break | It's 'bout good love you make when his heart's on fire | Give him love every day | Remember he needs space | Be patient and he'll give his heart to you |  | Don't waste your time | Fighting blind minded thoughts of despair |  | Hold on to your love | (You got to hold on, hey) | Hold on to your love | (You gotta hold on to your love, yeah, hey) | Hold on to your love | (Oh, baby, hold on, oh) | Hold on to your love | (Baby, hold on) |  | Trust, and honesty too | Must be the golden rule | You'll feel the strength of passion in your soul | Burn so deeply within | Oh, the magic that you share | So, sacrifice and show how much you care |  | Don't waste your time | Fighting blind minded thoughts of despair |  | Hold on to your love | (You got to hold on) | Hold on to your love | (Don't let go, keep the ties) | Hold on to your love | (Hang on tight, and don't let go, no) | Hold on to your love, ooh | (Scoo-yabba-dee-ya, yeah, but don't let go) |  | Hold on to your love | Hold on to your love, ooh | Hold on to your love | If you love him, if you need him, really want him | (Hold on to your love, ooh) | Just keep on, just keep on hanging on (Hold on) | Little trust, honesty, golden rule (Hold on) | Feel the strength of passion in your soul | It's burning so deep (Hold on) | Have faith | Just keep the fire burning at home (Hold on) | Hey, yeah | He'll come home to you (Hold on) | He'll be there for you | He'll want to have you all the time (Hold on) | Oh (Hold on) | Have a little faith, don't be so blinded (Hold on) | Fight blind thoughts of despair, oh (Hold on to your love) | Blind thoughts of despair, hey | Don't waste your time (Hold on to your love)"
1990,Heart,All I Wanna Do Is Make Love To You,2,1990-03-28,"It was a rainy night | When he came into sight | Standing by the road | With no umbrella, no coat | So I pulled up along side | And I offered him a ride | He accepted with a smile | So we drove for a while |  | I didn't ask him his name | This lonely boy in the rain | Fate, tell me it's right | Is this love at first sight? | Please don't make it wrong | Just stay for a night |  | All I wanna do is make love to you | Say you will, you want me too | All I wanna do is make love to you | I got loving arms to hold onto |  | So we found this hotel | It was a place I knew well | We made magic that night | Oh, he did everything right | He brought the woman out of me | So many times, easily | And in the morning, when he woke | All I left him was a note |  | I told him I am the flower | You are the seed | We walked in the garden | We planted a tree | Don't try to find me | Please, don't you dare | Just live in my memory | You'll always be there |  | All I wanna do is make love to you | One night of love was all we knew | All I wanna do is make love to you | I got loving arms to hold onto |  | Whoa, oh, we made love | Love like strangers | All night long | We made love |  | Then it happened one day | We came 'round the same way | You can imagine his surprise | When he saw his own eyes | I said, ""Please, please understand | I'm in love with another man | And what he couldn't give me, oh, whoa | Was the one little thing that you can"" |  | All I wanna do is make love to you | One night of love was all we knew | All I wanna do is make love to you | Come on, say you will, you want me too | All I wanna do is make love to you | One night of love was all we knew | All I wanna do is make love to you | Say you will, baby, want me too |  | All night long, all night long (All I wanna do is make love to you) | All night long, all night long (All I wanna do is make love to you) | All I wanna do, all I wanna do (Is make love to you) | All I wanna do, all I wanna do (Is make love to you) | All I wanna do is make love to you | One night of love was all we knew"
